sample_id,review_text,annotator_1_label,annotator_2_label,adjudicated_label,notes
SA-053,"Môi trường product - open minded - flexible . - Công ty lo ăn uống nên không phải suy nghĩ nhiều về việc phải ăn gì
- Mùa dịch có nhiều hoạt đông + workshop để cheer up nhân viên, hỗ trợ tiền mobile data
- Phần tech training và followup hỗ trợ nhau nhiều, có thêm gói O'reilly free
- Nghe đồn sắp chia ESOP
không OT, nếu có incident hoặc urgent thì sẽ ngủ bù ngày hôm sau . - Văn phòng đông người rồi, đề nghi chuyển ra gần trung tâm hơn, vị trí làm mình khó lôi kéo bạn bè.
- Công ty không cấp laptop, có hỗ trợ 50% tiền mua máy
- Thấy mấy bạn HR làm việc nhiều, cực quá",,,,
SA-054,"Nơi mà mọi ý kiến đóng góp đều được lắng nghe . Chương trình Town Hall Meeting, HR By Your Side được tổ chức hàng quý nhằm lắng nghe tâm tư, nguyện vọng của nhân viên, mình cảm thấy ý kiến và người nhân viên được tôn trọng
Chế độ phúc lợi nổi bật như: lương tháng 13, thưởng thêm 2 lần/năm, tham gia bải hiểm full lương, free cơm trưa, tiền gửi xe máy để đón xe đưa rước công ty đi làm, các chương trình quyên góp, hỗ trợ nhân viên có hoàn cảnh khó khăn hoặc bệnh tật rất nhân văn
Có trả lương extra OT theo quy định của luật lao động . Áp dụng hybrid đi quý công ty ơiiiiiiiiiiiiiiii!!!",,,,
SA-055,"sếp tốt quan tâm nhân viên . công ty thiết bị vật chất hiện đại hàng đầu việt nam
có assign bonus, đánh giá performance công tâm. Sếp tâm lý . dự án ot hơi nhiều , pm cần xem lại estimate tast cho fresher",,,,
SA-056,"Chế độ tốt, anh em đồng nghiệp giỏi . - Đầu vào khó nên mặt bằng chung anh em giỏi chuyên môn, học được nhiều thứ
- Chế độ tốt: có grab to work, ăn trưa, có team lunch hàng tháng anh em đi ăn bonding, happy hour hàng tuần
- Anh em đi nhậu đều đều =))
- Dùng laptop máy ngon
Chưa OT bao giờ nên cũng không rõ vấn đề này lắm . - Hồi pv thấy quy trình tuyển dụng chưa chuyên nghiệp lắm. Nên cho ứng viên biết quy trình gồm bao nhiêu vòng để chuẩn bị pv tốt hơn
- Toà office hơi nhỏ, toilet thiếu chỗ lúc gian nguy",,,,
SA-057,"Công ty có độ ổn định nhất nhì trong thời kỳ khủng hoảng kinh tế. . Cho đến hiện tại công ty chưa hề sa thải vì lý do khủng hoảng kinh tế. Được đi du lịch sang các nước như Hàn, Trung, ...
Công ty có chính sách OT hẳn hoi. Trả tiền theo quy định nhà nước . Tạm thời chưa có vấn đề gì quá cần thiết để cải thiện.",,,,
SA-058,"Khá ổn, nếu bạn ko quan tâm phúc lợi công đoàn giữ Ho miền bắc và HO miền nam . Đồng nghiệp thân thiện, địa điểm văn phòng tại trung tâm thành phố, di chuyển thuận tiện
Ot ổn, nếu biết cách trao đổi với quản lí sẽ dc tính từ sau 5h30 . Quản lí cần quan sát và nắm rỏ tình hình của team mình nhiều hơn, tránh nghe 1 phía",,,,
SA-059,"Công ty outsource . khuôn viên đẹp. nhiều cây xanh, có bus đưa đón nhân viên
Công ty OT nhiều, nhiều dự án làm ko kịp thì cũng tự nguyện OT, tuy nhiên OT có lương. có nền tảng học udemy free. . Có lẽ là căn tin của công ty nên có nhiều đồ ăn đa dạng hơn",,,,
SA-060,"Nhân viên cũ . Công ty được cái là danh tiếng tốt
Chứ môi trường làm việc cần nổ lực nhiều lắm. Chúc các bạn chuẩn bị thật nhiều kinh nghiệm cho bản thân
công ty lớn, lương cũng ổ, tương đối về mọi mặt nè . Tạo thêm sân chơi giải trí cho các nhân viên
Bày việc, quan tâm nhiều hơn",,,,
SA-061,"Work-life balance, đáng để cống hiến . Công việc đôi khi có hơi áp lực nhưng áp lực ở đây do dự án mới còn bỡ ngỡ thôi, giúp mình tích lũy và trau dồi kỹ năng
Cơm trưa miễn phí
Có siêu thị mini, có quán cà phê nên khá tiện lợi
Bãi giữ xe siêu to nên không lo không có chỗ để xe nếu đi trễ
Tính ra 1 năm sương sương 15 tháng lương
Chính sách trả tiền OT rất là cạnh tranh so với thị trường hiện tại . Nếu có thể áp dụng hình thức hybrid thì sẽ rất ok luôn",,,,
SA-062,"Sếp tốt, được support nhiệt tình . Cơ sở vật chất khá tốt, nhân viên hòa đồng. HR quan tâm đến nhân viên.
Lương thưởng OT rõ ràng. Có quy chế, quy trình tường minh . Sếp nên giao tiếp nhiều hơn với nhân viên. Những dự án có 1 người tham gia join với khách hàng có vẻ ít được quan tâm và đánh giá nhiều",,,,
SA-063,"Sếp cho ăn bánh vẽ . Chẳng có điều gì khiến mình hài lòng tại cty này. . Làm ăn đàng hoàng hơn. Đừng hứa xuông nữa.
OT không được trả tiền. Trốn tránh trả tiền OT",,,,
SA-064,"Môi trường làm việc thân thiện, thoải mái . Môi trường làm việc thân thiện. Không áp lực trong công việc. . Chế độ đã ngộ và các chế độ khác hầu như không có.
không được trả xứng đáng, nếu có OT bao lâu đi nữa bạn cũng sẽ chẳn có quyền lợi gì",,,,
SA-065,"Môi trường làm việc chuyên nghiệp . bãi đậu xe rộng rãi
văn phòng rộng thoáng mát
đào tạo bài bản tốt cho người mới tốt nghiệp . bên tuyển nhân sự khá là căng thẳng
không khí phỏng vấn hơi nặng nề",,,,
SA-066,"Đồ ăn ngon ! Sếp tốt . Đồ ăn ngon ! Sếp tốt, môi trường tốt. Tiềm năng công ty vững chắc . lương so với mặt bằng chung hơi thấp , OT có lẽ đã trở thành văn hóa và là điều đương nhiên",,,,
SA-067,"Mới vào 2 tháng, Mọi thứ vẫn đang thấy ổn . - GIờ giấc thoải mái
- Công việc không quá áp lực.
- BA, QA làm việc khá tốt ( dự án mình đang work hiện tại)
- Project đa số to học hỏi dc nhiều thứ
- Hỗ trợ khoá học Azure, Udemy,.. miễn phí.
- Hổ trợ chi phí thi bằng trên cái trang Azure,..
Chưa bao giờ OT, nên cũng ko biết viết cái gì. Ở đây đa số mọi người tự quản lý task mình . - Project code quantity không được tốt lắm (đối với dự án hiện tại FE mình đang làm) , Code quality không quan tâm quá nhiều sô với deadline.
- Không hổ trợ việc di chuyển máy móc từ building này sang building khác
- Chổ ngồi cho nhân viên mới cần không được chuẩn bị kỹ càng.
- Văn phòng E2 khá bẩn cần phải vệ sinh hàng tuần",,,,
SA-068,"Tạm được cho sinh viên mới ra trường, còn lại thì không . Gặp được những người bạn trẻ, vui vẻ, nhiệt huyết, tạo thành một team đoàn kết. . OT quá nhiều, bị ép giờ quá đáng, lương tăng không nhiều.",,,,
SA-069,"Office vevy dirty . Friendly teammate, lot to learn
Stress skill improved
Teck skill improved if you try hard
Not bad, but if paid for OT time or change to days off would be better . Manager need to improving
Have something for benefit to keep dev stay
Environment need to set-up better
Have full packet insurance",,,,
SA-070,"Người cũ đã nghỉ 1năm . Có một số leader rất tốt, trả lương sớm, còn lại mấy anh chị làm lâu tự nâng bi nhau không . Nhiếu vấn đề vậy sao cải thiện hết nổi, kêu mấy PM vs BA bớt xàm lại vì năng lực không có mà nói nhiều vc
Trong 3 công ty từng làm đây là công ty tệ nhất, đã tầng overnight vào thứ 7 và chỉ được tính OT 8 tiếng, gánh ông PM phế vật mệt lắm",,,,
SA-071,"Great place to work . FPT Software has a dynamic and supportive environment that encourages personal and professional growth. The leadership team is approachable, and the company invests in training and development programs. The collaborative atmosphere and opportunities to work on diverse projects make it a rewarding experience.
The company offers fair compensation and flexibility for overtime work, ensuring that employees feel valued for their efforts. . Introducing more flexible work policies could further support work-life balance.",,,,
SA-072,"Bình thường . Không thích gì cả, môi trường bình thường, lương bình thường, quan hệ bình thường, phúc lợi bình thường . Không cần cải thiện gì hết, cái gì cũng tùy theo ông chủ. Chủ muốn sao thì làm vậy",,,,
SA-073,"Không có cơ hội phát triển sự nghiệp . Lương cao, snack, giờ giấc thoải mái, có grab đi làm (3 triệu 1 tháng).
Dự án đa số là mới nên có cơ hội áp dụng công nghệ theo ý mình. . Phỏng vấn khó nhằn.
Công ty đang trong giai đoạn khó khăn về tài chính nên các benefit có bị cắt giảm.
Làm một thời gian thì không có cơ hội phát triển vì công ty không có lộ trình thăng tiến cụ thể cho nhân viên.
Văn hoá công ty chưa được chú trọng
Công ty được quản lý giống như công ty gia đình với CEO - Founder và vợ nắm quyền
Đa số mọi người trong công ty mà mình tiếp xúc đều không hạnh phúc với công việc.
Công ty không có chế độ OT cụ thể. Chừng nào team lead quan tâm và đề bạt thì mới có OT paid",,,,
SA-074,"Cũng là môi trường khá . Học được rộng nhiều kỹ thuật giúp ích sau này. Nâng cao ngoại ngữ
Quy trình phỏng vấn nhanh, đơn giản. HR giải thichs cặn kẽ và thân thiện . Lương cần rõ ràng hơn. Dùng internet thoải mái hơn",,,,
SA-075,"Môi trường tốt, đồng nghiệp tận tình, dự án hay . Môi trường xịn: Công ty nằm ở tầng cao của tòa tọa lạc tại trung tâm thành phố, view cực đẹp, đi lại dễ dàng
Đồng nghiệp thì luôn support nhau, cùng nhau chia sẻ kinh nghiệm, knowledge
Dự án đặc thù, nhiều domain hay
Mức lương khá ổn so với thị trường, công ty có nhiều event hay có nhiều niềm vui . Sẽ tốt hơn khi công ty cung cấp dịch vụ ăn trưa và có chỗ để xe gần hơn",,,,
SA-076,"Công ty dành cho người già thích an nhàn . PC cấu hình tương đối mạnh, không gian làm việc rộng rãi, chế độ bảo hiểm rất tốt, thuế + BHXH đóng full, công việc tương đối nhàn. . Chỉ cần cải thiện tư duy của cấp lãnh đạo thôi :v Đây là nguyên nhân cốt lõi dẫn đến sự xuống cấp không phanh của cty trong 2 3 năm gần đây =)))) Giải quyết dc nó thì mấy vấn đề khác tự khắc giải quyết dc
Chính sách không rõ ràng, có cũng như không, thủ tục xin OT phiền phức, đa phần là bị cấp trên ém :)))))",,,,
SA-077,"I love working here . Friendly working environment
Hybrid working mode
Competitive salary package
Nice snack every week
Many team building activities
International working enviroment
It's paid quite good compare to the market to compensate for the effort. . I'm very happy to work at GFT, so I see nothing to improve.",,,,
SA-078,"Môi trường tốt, dự án thú vị . dự án thú vị, đồng nghiệp và sếp cực kì thân thiện
khá ít OT, nhưng nếu có thì lương thưởng khá rõ ràng . nên có nhiều phúc lợi hơn như là khám sức khoẻ định kì cho nhân viên, tài trợ các khoá đào tạo",,,,
SA-079,"Môi trường hiện đại, nhân viên năng động, skill set tốt . Môi trường phù hợp cho những bạn làm engineer vì 99% nhân viên coding khá tốt từ những bạn mới ra trường đến project director.
Môi trường tập trung best practices của phát triển phần mềm như pair programming, CI/CD, automation testing.
Công ty không khuyến khích OT và khuyến khích nhân viên làm việc 40 giờ/ 1 tuần . - Môi trường làm việc đôi khi khá ồn
- Sếp ít quan tâm nhân viên",,,,
SA-080,"Sếp tốt, đồng nghiệp vui tính . Nhiểu người trẻ, nhiệt huyết. Hợp với các bạn mới ra trường thích cày.
Khá ít OT, chủ yếu bạn hoàn thành việc là được. ...... . Hồi trước cty tổ chức ăn nhậu để gắn kết nhân viên dữ lắm. Nên ai không biết nhậu thì hơi buồn chút",,,,
SA-081,"Công ty tương đối OT nhiều, lương thấp so với mặt bằng chung của ngành IT . Đồng nghiệp thân thiện, các đồng nghiệp giúp đỡ nhau khi làm việc. . OT nhiều, lương thấp so với mặt bằng chung của ngành IT. Nhiều quy trình không cần thiết, developers phải làm quá nhiều việc.
Đánh giá chung: thích hợp với các sinh viên mới ra trường, có thể vào học tập, còn nếu dev có tuổi đời cao không thích hợp (lý do sức khỏe, lương...)
OT sẽ tùy dự án, tuy nhiên, nếu khách hàng Nhật thường OT nhiều ( có thể OT đến sau 23h)",,,,
SA-082,"Nhân viên vui vẻ, bộ máy lãnh đạo chưa hiệu quả . Biệt thự đẹp
Được cấp Macbook làm việc
Nhân viên vui vẻ, nhiệt tình . Các hoạt động công ty ko có đầu tư từ HR mà là lấy nhân viên ra làm, nhiều khi dự án bận nhưng vẫn làm công việc tổ chức họat động vui chơi
Nhiều seminar, tuy nhiên không ứng dụng vào dự án mà hầu như chỉ như cưỡi ngựa xem hoa
OT tính tiền quá thấp, ko đúng chế độ bt 150% sau giờ làm",,,,
SA-083,"Không thoải mái để mọi người cùng góp ý xây dựng mà mang văn hóa vạch lỗi . Không có gì, một vài đồng nghiệp hiểu nhưng ko thay đổi được văn hóa trước giờ.
Môi trường thảo luận không mang tính xây dựng mà chủ yếu là đổ lỗi và chỉ trích lẫn nhau . Nên thẳng thắn và hỗ trợ xây dựng lẫn nhau. Hạn chế họp để thời gian làm việc. Nên xây dựng rõ yêu cầu cho kỹ sư thực thi.",,,,
SA-084,"môi trường tương đối, lương thưởng & phúc lợi thấp . - chính sách đào tạo tương đối tốt, thích hợp cho các bạn fresher mới ra trường vào để học hỏi vào trau dồi kĩ năng
- văn phòng & chỗ giữ xe rộng rãi, mình làm ở vp khu cnc q9 nên không bị kẹt xe
- có nhiều hoạt động cho nhân viên, công đoàn công ty thì cũng hoạt động tương đối sôi nổi . - lương thưởng nhìn chung tương đối thấp so với mặt bằng chung, không biết giờ đã cãi thiện hơn trước kia chưa, chính sách tăng lương thì tùy team, tùy case, tùy nhân phẩm :D
- phúc lợi thấp hơn so với mặt bằng chung (thấp nhất trong các cty mình đã từng làm)
tùy team, cách tính ot thì tùy sếp và budget của project, nhìn chung là hiến máu là nhiều",,,,
SA-085,"Cty này sa thải nhân viên dữ lắm . Đồng nghiệp hoà đồng, vui vẻ và nhiệt tình. Môi trường làm việc giống ngôi nhà thứ 2
OT cty này thì ổn không phàn nàn bất cứ diều gì. Nếu OT thì vẫn đc tính lương đầy đủ . Cty này sa thải nhân viên dữ lắm. Chỉ được cái hình thức và chém gió mà thôi",,,,
SA-086,"Sếp tốt, đồng nghiệp vui vẻ, thân thiện . Giờ giấc linh hoạt
Đồng nghiệp thân thiện
Lương tăng đều và thưởng tốt hàng năm
Được đi du lịch nước ngoài, có nhiều hoạt động team buiding vui
Hầu như không có OT, có trợ cấp ăn tối nếu có OT, chỉ cần đi làm đúng giờ là ổn, mình rất thích điểm này . Không có tháng lương 13, máy lạnh có nơi hơi lạnh
Quy trình làm việc đang dần xây dựng, cần có nhiều tài liệu cho nhân viên mới hơn",,,,
SA-087,"Môi trường làm việc tốt . Thời Gian làm việc Linh Hoạt
Phúc lợi tốt
Văn phòng nằm trong etown, bãi giữ xe rộng rãi xung quanh nhiều quán ăn
Đồng nghiệp, văn hóa công ty thân thiện gần gũi
Được thêm ngày nghỉ bù và lương gấp đôi so với ngày làm việc bình thường . 1) CÔNG TY OT NHIỀU, OT KHÔNG LƯƠNG (OT có tiền phải đợi các khách hàng bên Ấn duyệt).
2) Khách hàng bên ẤN (không phải Đức như quảng cáo) vừa là khách hàng vừa là chủ công ty bên VN => không bao giờ duyệt OT
3) Mấy bạn Ấn thiếu trình độ + phân biệt chủng tộc, thường coi trọng người châu Âu.
4) Sếp kém, không biết việc, không rõ quy trình, quản lý kiểu ngày công, chỉ cần biết Tiếng Anh với V model là làm được - hay chui vô góc bấm điện thoại (đổi 3 dev đều thấy như vậy).
5) bắt đi onside ẤN để bắt kí cam kết 2 năm
6) lương cực thấp
7) nhiều lắm
OT KHÔNG LƯƠNG và thường xuyên, có lần mình OT 80 tiếng 1 tuần nhưng mấy bạn Ấn không duyệt sếp cũng không đấu tranh cho nhân viên.",,,,
SA-088,"Lương thấp so với mặt bằng chung, không có nhiều người giỏi. . Đầu vào tuyển dễ hơn các công cty khác nên là cơ hội cho các bạn mới ra trường
Một số dự án không trả lương khi OT, không phù hợp người có gia đình. . Nên siết chặt đầu vào để tăng chất lượng cho đầu ra của dự án.",,,,
SA-089,"Không gian làm việc thoải mái, hiện đại . Môi trường làm việc nhiều người trẻ, thoải mái năng động, team thân thiện
Được giải nghiệm với nhiều đối tác, khách hàng lớn nhỏ
Được on job nhiều . Mức lương và thưởng cần tốt hơn nữa. Pc kém, ko xứng với công ty lớn như này",,,,
SA-090,"Công việc và môi trường . Nhân viên trong bộ phận tận tâm với công việc, cho dù ở trong tình huống nào. . Trong bộ phận sản xuất (Production) có định nghĩa khá rõ về tiêu chí và chức vụ.
Nhưng trưởng bộ phận không có quyền lực thực sự để điều hành được, cũng như hỗ trợ các nhân viên bên dưới.
Cơ cấu quyền lực trong nội bộ không rõ ràng, tiêu chí đánh giá năng lực và điều hành không minh bạch
Từ cấp quản lý, OT không được tính tiền, mặc dù có tính phí từ khách hàng.",,,,
SA-091,"Big clients. Supportive co-workers. Onsite opportunities. . The company has a great number of big projects with big clients. Colleagues are really friendly & supportive. Onsite opportunities.
Accurate ot evaluation & well paid compensation based on laws . Clearer career path guidance and better staff performance evaluation.",,,,
SA-092,"Quy trình công ty lằng nhằng, nhiều cấp bậc . Bãi đậu xe rộng rãi, cũng có tương đối nhiều phúc lợi . Các khâu xử lý cần được cải thiện, estimation còn phải để OT nhiều. Công ty nhiều cấp bậc nên nhân viên thường không có tiếng nói, quy trình thăng tiến cũng không rõ ràng.
Công việc nhiều, thường phải OT không được tính giờ",,,,
SA-093,"Công ty chuyên nghiệp nhất mình từng đc làm việc . Cty chuyên nghiệp trong cách làm việc và tổ chức. Văn hóa tôn trọng con người. Đồng nghiệp vui vẻ và giúp đỡ lẫn nhau
Công ty k yêu cầu OT. Cv nhiều thử thách và học hỏi được nhiều . Do công việc tập trung cao nên cần giảm switch context để làm việc hiệu quả",,,,
SA-094,"Chưa tốt lắm . FPT HCMC khá ổn, có mấy chị Admin khó tính, rõ ràng là không biết nhóm nào ( chung phòng ) làm ồn, mà cứ đè đại 1 nhóm ra nói, rồi ghim,
Có time cho nói chuyện để cải thiện English ( Newbie cần dùng máy tính, đt ) để xem, or dịch. thì gắt gỏng đại loại là không cho dùng
... chỗ ngồi thì k thoải mái lắm cho team, nhiều khi ngồi 5 6 cho 1 bàn ( 1 bàn 4 người là đẹp ) . Không có tech cụ thể cho intern, intern cũng làm full time thì nên điều chỉnh ct đào tạo gần giống fresher, cũng có Demo hay project, chỉ kêu coi clip lí thuyết xuông và đại trà ( 3 4 5 6 mục liên quan) - không tập trung 1 mảng, nay review xong phần này ( review lại lí thuyết xuông . lợi hại ... abc ưu nhược ... ). thì cho qua phần khác, 1 2 hôm sau nữa là quên sạch
Chưa có cọ xát thực tế
Không rõ ràng lương thưởng
Intern cũng phải làm full time
Khá mệt mỏi vì toàn cho xem lí thuyết ,chưa áp dụng được nhiều",,,,
SA-095,"Phù hợp cho sinh viên vừa ra trường . Có trang bị laptop cho nhân viên, có thể work from home.
không phải OT, có thời gian rảnh rỗi để nghiên cứu học thêm cái mới . chất lượng nhân viên không tốt, có vẻ như thời điểm hiện tại KMS tuyển quá ồ ạt mà không quá quan tâm tới chất lượng.",,,,
SA-096,"Lương tạm ổn. Môi trường nhà nước . Chế độ lương thưởng ổn, thời gian làm việc flexible
Thỉnh thoảng phải OT chạy tiến độ. Bình thường thì cứ đúng giờ thì về . Môi trường nhà nước. Làm multitask nhiều. Văn phòng kín hơi khó thở",,,,
SA-097,"Lương thưởng không tương xứng . công ty ở lầu 3 khu Etown nên đi lại rất thuận tiện
nhân sự nhiệt tình , đồng nghiệp dễ thương
đóng bảo hiểm full lương
có thẻ sức khỏe cho nhân viên và người thân . - nên hạn chế đưa người đi onsite
- bàn làm việc chật chội , không thoải mái
- văn phòng không có chỗ cho nhân viên nghỉ trưa
- tăng thêm lương thưởng tương xứng
OT không trả lương và OT quá nhiều, áp lực cao nhưng lương ko tương xứng",,,,
SA-098,"Môi trường làm việc tốt cho các bạn mới ra trường . Các lab khác mình không biết nhưng riêng đối với lab MPL, chị manager và các bạn BPM rất thân thiện, mọi người đều hỗ trợ nhiệt tình lẫn nhau trong công việc, không gây stress, nói chung là môi trường làm việc khá ổn, mình khuyên các bạn nên vào team này.
Không khuyến khích OT, tự giác OT nếu chưa làm xong task. . Công ty cần thay đổi về chính sách review lương, với range review lương rất thấp như hiện tại sẽ không giữ chân được các bạn staff trẻ và tiềm năng.",,,,
SA-099,"Sang năm cấp toàn bộ macbook pro nữa là đỉnh cao . Văn phòng to rộng, thoải mái, nước nôi đầy đủ, chả có gì mà chê
Vì có phải OT bao giờ đâu mà chả hài lòng thì sao =)) . Có thêm nhiều các em gái nữa để hỗ trợ anh em dev thì tốt hehe",,,,
SA-100,"Happy to work here! . - project and feeling of do things that matter
- daily collaboration with swiss engineers and product managers
- strong team that willing to help you and you can learn from
- salary is great and you dont have to do OT
- open culture . - Office is a bit crowded as the company grow
- More soft-skill training would be nice",,,,
SA-101,"Một nơi tốt để học hỏi, trải nghiệm và ổn định . Văn phòng đẹp, thoải mái, có nhiều tiện ích. Đồng nghiệp nhìn chung thân thiện và tốt. Nhiều cơ hội học hỏi . Chính trị và hàn lâm trong nhiều hoàn cảnh. Chỉ đạo từ cấp trên nhiều lúc hoặc thường xuyên không rõ ràng, đem con bỏ chợ. Lương thấp đến rất thấp và rất khó tăng lương. Phụ thuộc nhiều vào may mắn, nếu vào công ty lúc không có dự án hoặc chưa có cơ hội thể hiện thì khả năng cao là không thể hiện được năng lực. Các bộ phận khác thì hành là chính, thủ tục giấy tờ nhiều nhưng không mang lại ý nghĩa thiết thực. Các chính sách có phần độc tài. Nếu chấp nhận việc ai làm gì kệ ai thì vẫn sống tốt sống khỏe.
Quy chế không rõ ràng mặc dù có quy định, tùy dự án và BU lead",,,,
SA-102,"Sếp lắng nghe nhân viên, không bảo thủ . Nhiều dự án sử dụng công nghệ mới tân tiến. Sếp lắng nghe ý kiến nhân viên, môi trường khá dân chủ. Đồng nghiệp hỗ trợ nhau . Nhiều phòng ban, nhân sự quá nhiều lúc quy trình sẽ rắc rối",,,,
SA-103,"Đánh giá đúng về công ty, văn phòng . Văn phòng rộng rãi, sạch sẽ
Con người thân thiện,
Task trong công ty dễ, rảnh rỗi cũng nhiều (nên lương cũng ko cao, thuộc dạng mặt bằng chung) Toàn ngồi tự học tự tìm hiểu
Vì là xa trung tâm nên đồ ăn cũng rẻ, freetime ok.
Nói chung xa trung tâm nên cũng thoáng mát, dễ chịu
Tạm ổn, cũng như các công ty khác, ko có gì hơn, cũng ko kém . Một vài đánh giá tốt là do HR nhờ nhân viên đánh giá.
Sếp hơi khó tính, trả lương so với mặt bằng cũng bình thường
Các công ty kiểu như này khó có thể bứt phá về sự nghiệp, cứ kiểu thiếu thiếu 1 điều gì đó.
Công ty ko có nhiều người giỏi thực sự, để học hỏi.
Các chính sách công ty ko có gì nổi trội so với công ty khác. (Nói chung là về VN thì công ty nào cũng như công nào)",,,,
SA-104,"Không chuyên về IT, không quan tâm career path của nhân viên . - Tòa nhà riêng biệt, văn phòng hiện đại
- Đồng nghiệp hòa đồng, teamleader gần gũi với anh em
- Lương phúc lợi ổn so với mặt bằng chung. Có tháng 13, bonus, OT meal (30k), du lịch, premium healthcare,.... . - Đào tạo: Không có bất kì chương trình đào tạo nào phù hợp cho nhân viên. Chỉ tập trung vào đội ngũ quản lý. Bộ máy cồng kềnh, nhiều tầng lớp.
- Giờ làm việc (phần này thì tùy cá nhân - riêng a/e làm DEV lâu sẽ hiểu): cứng nhắc (Sáng đúng 8h giờ, trễ 5p phạt tiền, nhiều lần thì khiển trách), không linh hoạt. Quản lý theo phong cách công nhân nhà xưởng, bóp sáng tạo. (Do công ty xây dựng -> cách vận hành .....)
- Không khuyến khích cho a/e mới ra trường, cần học hỏi kinh nghiệm. Phù hợp cho kiểu Premier League -> về MLS.
Gần như không ghi nhận OT. Chưa có chính sách OT minh bạch",,,,
SA-105,"Môi trường làm việc Bắc Âu cân bằng ,thân thiện, chế độ phúc lợi cao cấp . - Văn Phòng hạng A view thẳng ra Hồ Đống Đa, được trang bị nội thất và trang thiết bị hiện đại.
- Môi trường làm việc Bắc Âu chuyên nghiệp, thoải mái, chú trọng worklife-balance. Đồng nghiệp giỏi và giàu kinh nghiệm, hỗ trợ và giúp đỡ nhau nhiệt tình.
- Giờ giấc làm việc linh hoạt để mọi người chủ động giờ giấc trong công việc.
- Văn phòng luôn có sẵn snack và hoa quả, có sẵn máy pha cà phê,...
- Phúc lợi công ty quá tốt, vừa onboard là được bóc seal iPhone đời mới kèm trang thiết bị làm việc hiện đại, công ty rất quan tâm đến đời sống của nhân viên. Làm việc ở công ty có cơ hội sang tham quan làm việc tại trụ sở ở các nước Bắc Âu. Có nhiều Club bơi, bóng đá cho anh em, tea break vào chiều t6 hàng tuần.
- Công ty không có OT, khá cân bằng giữa công việc và đời sống.
Overtime không cân bằng giữa công việc và gia đình khi phải tập trung quá nhiều thời gian vào công việc. . - Công ty ít nữ quá. Cần các bạn nữ apply vào làm việc cùng với anh em.
- Hiện tại mọi thứ đều ổn, chưa cần cải thiện gì thêm.",,,,
SA-106,"Môi trường được, sếp tốt! . Giờ giấc thoải mái, có vài sếp tốt bụng, hòa đồng
Làm Factory Automation học được rất nhiều skill lập trình nâng cao . Nghe nói lương không được cao so với mặt bằng chung.",,,,
SA-107,"Good benefits, Good salary . Destop computer very high performance, Flexible working time.
Work from home over 6 months from covid 19 not require to working at office. Hire new member despite the covid-19 crissis . Combine working from home and office, good enviroment for who want take long term stragic.",,,,
SA-108,"Có cơ hội để trau dồi kiến thức chuyên môn . Môi trường tự do, không bị ràng buộc phải complete 8h/ngày, miễn xong task là được
Môi trường làm việc tự do, không bị gò bó vào khuôn khổ . Công ty nên rõ ràng khoản OT vì nhiều project cần OT để chạy kịp deadline nhưng công ty chưa rõ ràng các khoản này lắm",,,,
SA-109,"Ideal environment for fresher . There are a lot of projects in a wide-ranging of industries. Staffs could have many chances to get new exposure
OT payment is sometimes not a true reflection of OT hours, especially busy season . Salary is just suitable for new freshers, who need to gain working experiences. The salary level is quite not competitive enough to retain senior staffs.",,,,
SA-110,"Môi trường khá tốt . Môi trường tốt, thân thiện đồng nghiệp vui vẻ hòa đồng
Rất ít khi xảy ra trừ những lúc dự án cần gấpppppppppppp . Lương chưa cạnh tranh so với mặt bằng chung, cần cải thiện thêm",,,,
SA-111,"Công ty tốt . Cty ok, môi trường tốt, dự án thú vị
Cty chi trả OT đầy đủ nếu có phát sinh, tuy nhiên ít OT vì workload vừa đủ. Work life balance
Văn phòng tốt, vị trí trung tâm thuận lợi di chuyển (có kẹt xe giờ cao điểm chút, trung tâm nên chịu). Dự án hấp dẫn, có cơ hội dùng tiếng anh nhiều.
Điều hòa nhiều lúc khá lạnh, tưởng như đâu đang ở Nauy, mà thà lạnh để mọi người xích lại gần nhau cho ấm. Nếu có thêm vacation trip thì thêm vui
Ít hoặc không OT, nếu OT sẽ được trả đầy đủ
-- . Cần nhiều sự kiện để mọi người có thể giao lưu, làm quen hơn nữa",,,,
SA-112,"Môi trường làm việc . Môi trường thoải mái, không gian đẹp. Có thời gian cho gia đình nếu làm ở trong thành phố Hà Nội. . Lương thấp hơn so với mặt bằng chung. OT nhiều, lương OT phụ thuộc vào PM(^_^).
Làm OT chỉ được tính 1/2 thời gian OT, 1/2 thời gian OT tính vào nghỉ bù. Mà khi nghỉ việc riêng, phải chọn nghỉ bù, không được chọn nghỉ phép thành ra 1 năm có 12 ngày nghỉ phép ko dùng tới và bị mất đi. OT thứ 7,CN ko tính hệ số mà như ngày thường.",,,,
SA-113,"Thích hợp sv mới ra trường . Phòng làm việc rộng rãi.
Phúc lợi tốt.
Sếp Hàn hiền.
Công việc nhàn.
Lương đầu vào ổn.
OT có lương x1.5, x2, x3 vào ngày thường/cuối tuần/ngày lễ. . Công ty ưu tiên tuyển người mới hơn giữ người cũ.
Lương tăng hằng năm rất thấp, 2 năm kn bên ngoài vào deal lương ~ x2 lương ng làm đc 2 năm ở samsung.
Văn phòng khá ồn do tiếng búng tay, đặc biệt cười đùa vào giờ nghỉ trưa.",,,,
